# source=gaiadr3.gaia_source via astroquery.Gaia(ROW_LIMIT=-1) query="SELECT ra, dec, phot_g_mean_mag FROM gaiadr3.gaia_source WHERE 1=CONTAINS(POINT('ICRS',ra,dec),CIRCLE('ICRS',133.85963729756944,-42.59317653588868,2.1)) AND phot_g_mean_mag < 14.0" fetched_utc=2026-06-17T05:06:53.303882+00:00
ra,dec,phot_g_mean_mag
136.3956093163667,-43.07572044682539,12.959362983703613
134.89255277209386,-41.86698814440237,12.964692115783691
133.55914680523003,-43.49529645491645,12.972877502441406
133.4836235909625,-42.57346412895104,12.973697662353516
132.5149565511535,-41.02135572330349,12.980768203735352
135.19162365540237,-43.85899062798849,12.980955123901367
132.5225772336878,-42.56040768180764,7.568270206451416
131.68901298409847,-43.84559952223408,8.581311225891113
131.5736109771831,-42.75864911031291,8.69690227508545
136.0913899081482,-42.13920306773388,8.754551887512207
132.5856761019092,-41.887388610324734,8.923273086547852
131.8130177691852,-42.38554905751067,9.176351547241211
135.27441103912238,-42.349592149207744,9.28842544555664
134.43052055741023,-43.54568499192385,9.387628555297852
133.97582513097797,-43.72028648177355,9.556045532226562
131.08528661536667,-42.25450039624352,9.667668342590332
131.4206394303878,-42.42001822606642,9.688702583312988
133.34614356720408,-42.12161779151836,9.744067192077637
132.2528073500346,-42.265836000484896,9.813467025756836
134.01763212531205,-42.11534467495431,9.86206340789795
133.52565929460403,-44.51905377713779,9.932799339294434
132.43850679149705,-43.64213412107408,9.944234848022461
136.05153160080079,-42.445294617940974,9.990132331848145
134.67900623638585,-42.722117518737726,10.124526023864746
134.9382524460408,-42.873779565400795,10.148859024047852
134.96760537094755,-40.934473081034604,10.176212310791016
132.80442682654493,-41.23214160845346,10.178089141845703
132.65134514835788,-41.19790646573447,10.227370262145996
132.56784260738496,-44.334287940461614,10.27540111541748
134.15482717475962,-42.552645152450594,10.348740577697754
133.69815601968327,-44.50036782469807,10.396050453186035
132.4205505450036,-44.2257236704581,10.422636985778809
132.24738643169218,-43.16106566820862,10.433937072753906
134.57308348507752,-43.23840611866301,10.478670120239258
135.36923257655198,-44.250454707387014,10.490675926208496
133.83250173678343,-41.81346846389717,10.4926176071167
131.33717698979632,-41.649126255245086,10.531448364257812
135.19426764602576,-41.15243130087116,10.554983139038086
136.39301347443455,-42.213324542284795,10.589105606079102
133.44063506627666,-43.8319475139326,10.655132293701172
134.55962334316453,-41.48011048441339,10.694842338562012
131.82425689073582,-43.90134582358893,10.755169868469238
131.40842907369017,-42.23739985204871,10.770939826965332
135.49392796409148,-41.15068965269622,10.809978485107422
135.0525656837731,-43.12986166304972,10.814800262451172
133.51708090725705,-44.19050972687124,10.837794303894043
133.35666287864123,-43.83139922628853,10.88998031616211
134.07022604231875,-43.1082207460386,10.915101051330566
131.70743807008097,-42.59965986416035,10.951831817626953
132.13875044914099,-41.633999117707134,10.975261688232422
132.40006099798092,-41.886470957364565,10.995235443115234
133.21014229993176,-42.63934189671458,11.016756057739258
132.67883386074092,-42.2014113270553,11.02706241607666
133.26708008891998,-43.52564375633559,11.054929733276367
131.61606159585241,-43.407308164386095,11.056183815002441
134.5577313410826,-41.45784716892638,11.101337432861328
134.30843335724256,-43.22175374570634,11.111562728881836
136.37916151920945,-41.977399683996836,11.122859001159668
133.47988872361975,-42.20972602828928,11.136474609375
132.47365284686683,-41.352311766087766,11.137231826782227
133.68614181498793,-43.10338838617445,11.142267227172852
133.3701777768589,-42.488766346714335,11.217267036437988
135.7159318826425,-41.51765955786286,11.245296478271484
134.6875105964734,-42.16484356998978,11.262367248535156
135.67390729782161,-42.00688876879779,11.296710014343262
134.69160857193177,-43.31658163919504,11.299858093261719
135.73314447129547,-41.63612894156997,11.328520774841309
132.26528836143973,-41.99399026557844,11.331761360168457
132.654580128558,-41.46155549031405,11.345504760742188
133.80727174073365,-43.75517573311612,11.348102569580078
133.6150592913632,-40.81340986494012,11.361795425415039
134.73076871702656,-41.86057664989379,11.376802444458008
131.65688939425405,-43.645722530386024,11.399455070495605
133.4343407108724,-40.61103787212602,11.402073860168457
136.54316695801054,-42.365964757954764,11.409526824951172
134.0562188719982,-42.66751496766688,11.42280387878418
132.58948957253344,-40.84169845552691,11.447826385498047
134.07809443002506,-40.56805615769437,11.47872257232666
132.9452878201161,-41.095504655233114,11.484770774841309
135.33669349536274,-42.95528801232193,11.522645950317383
136.62717765272754,-42.46465400627662,11.535173416137695
134.61654515214926,-42.37280311906649,11.563835144042969
133.63659220702357,-42.36994991757786,11.563974380493164
131.47252539716953,-42.76261425578114,11.565885543823242
136.05774558455497,-43.848148397422094,11.57108211517334
132.60028425400898,-41.702286394477966,11.593719482421875
135.11683586471878,-42.772696206600116,11.59500789642334
134.51727574199188,-42.31541440410005,11.600221633911133
131.5396110273794,-42.07063966164052,11.615029335021973
134.83661766173321,-44.45648177464411,11.615945816040039
135.3916069039742,-42.525680744347994,11.618836402893066
135.70460293062925,-41.21981896464751,11.638270378112793
132.74671293230548,-41.29954562738779,11.656532287597656
134.54651471071173,-43.11600770865791,11.693408012390137
